project_id,skill_id,importance_weight,minimum_proficiency,minimum_experience_years,required_flag
P00125,SK045,0.9,Intermediate,2,1
P00125,SK046,0.75,Beginner,1,0
P00125,SK039,0.92,Intermediate,2,1
P00125,SK043,0.69,Beginner,1,0
P00126,SK044,0.77,Intermediate,2,1
P00126,SK052,0.65,Beginner,1,0
P00126,SK041,0.75,Intermediate,2,1
P00126,SK040,0.89,Intermediate,2,1
P00126,SK045,0.81,Intermediate,2,1
P00126,SK039,0.72,Intermediate,2,1
P00127,SK044,0.74,Intermediate,2,1
P00127,SK052,0.66,Beginner,1,0
P00127,SK045,0.69,Intermediate,2,1
P00127,SK046,0.85,Beginner,1,0
P00127,SK039,0.7,Intermediate,2,1
P00127,SK043,0.66,Beginner,1,0
P00128,SK044,0.86,Intermediate,2,1
P00128,SK052,0.9,Beginner,1,0
P00128,SK040,0.56,Intermediate,2,1
P00128,SK046,0.7,Beginner,1,0
P00128,SK045,0.89,Intermediate,2,1
P00128,SK039,0.83,Intermediate,2,1
P00129,SK044,0.9,Intermediate,2,1
P00129,SK052,0.56,Beginner,1,0
P00129,SK041,0.86,Intermediate,2,1
P00129,SK040,0.68,Intermediate,2,1
P00129,SK045,0.83,Intermediate,2,1
P00129,SK039,0.92,Intermediate,2,1
P00130,SK044,0.77,Intermediate,2,1
P00130,SK052,0.66,Beginner,1,0
P00130,SK045,0.7,Intermediate,2,1
P00130,SK046,0.69,Beginner,1,0
P00130,SK039,0.9,Intermediate,2,1
P00130,SK043,0.65,Beginner,1,0
P00131,SK044,0.8,Intermediate,2,1
P00131,SK052,0.91,Beginner,1,0
P00131,SK041,0.76,Intermediate,2,1
P00131,SK040,0.82,Intermediate,2,1
P00131,SK045,0.9,Intermediate,2,1
P00131,SK039,0.55,Intermediate,2,1
P00132,SK044,0.59,Intermediate,2,1
P00132,SK052,0.73,Beginner,1,0
P00132,SK041,0.88,Intermediate,2,1
P00132,SK040,0.77,Intermediate,2,1
P00132,SK045,0.57,Intermediate,2,1
P00132,SK039,0.72,Intermediate,2,1
P00133,SK044,0.72,Intermediate,2,1
P00133,SK052,0.88,Beginner,1,0
P00133,SK041,0.9,Intermediate,2,1
P00133,SK040,0.89,Intermediate,2,1
P00133,SK045,0.86,Intermediate,2,1
P00133,SK039,0.72,Intermediate,2,1
P00134,SK044,0.89,Intermediate,2,1
P00134,SK052,0.87,Beginner,1,0
P00134,SK041,0.68,Intermediate,2,1
P00134,SK040,0.57,Intermediate,2,1
P00134,SK045,0.88,Intermediate,2,1
P00134,SK039,0.73,Intermediate,2,1
P00135,SK044,0.89,Intermediate,2,1
P00135,SK052,0.91,Beginner,1,0
P00135,SK040,0.67,Intermediate,2,1
P00135,SK046,0.83,Beginner,1,0
P00135,SK045,0.94,Intermediate,2,1
P00135,SK039,0.82,Intermediate,2,1
P00136,SK044,0.71,Intermediate,2,1
P00136,SK052,0.83,Beginner,1,0
P00136,SK045,0.71,Intermediate,2,1
P00136,SK046,0.65,Beginner,1,0
P00136,SK039,0.91,Intermediate,2,1
P00136,SK043,0.81,Beginner,1,0
P00137,SK044,0.74,Intermediate,2,1
P00137,SK052,0.94,Beginner,1,0
P00137,SK040,0.84,Intermediate,2,1
P00137,SK041,0.85,Intermediate,2,1
P00137,SK045,0.69,Intermediate,2,1
P00137,SK039,0.83,Intermediate,2,1
P00138,SK044,0.77,Intermediate,2,1
P00138,SK052,0.94,Beginner,1,0
P00138,SK045,0.72,Intermediate,2,1
P00138,SK046,0.72,Beginner,1,0
P00138,SK039,0.59,Intermediate,2,1
P00138,SK043,0.7,Beginner,1,0
P00139,SK044,0.83,Intermediate,2,1
P00139,SK052,0.68,Beginner,1,0
P00139,SK045,0.63,Intermediate,2,1
P00139,SK046,0.64,Beginner,1,0
P00139,SK039,0.73,Intermediate,2,1
P00139,SK043,0.7,Beginner,1,0
P00140,SK044,0.57,Intermediate,2,1
P00140,SK052,0.58,Beginner,1,0
P00140,SK045,0.66,Intermediate,2,1
P00140,SK046,0.75,Beginner,1,0
P00140,SK039,0.57,Intermediate,2,1
P00140,SK043,0.86,Beginner,1,0
P00141,SK044,0.62,Intermediate,2,1
P00141,SK052,0.91,Beginner,1,0
P00141,SK041,0.88,Intermediate,2,1
P00141,SK040,0.64,Intermediate,2,1
P00141,SK045,0.72,Intermediate,2,1
P00141,SK039,0.9,Intermediate,2,1
P00142,SK044,0.77,Intermediate,2,1
P00142,SK052,0.84,Beginner,1,0
P00142,SK041,0.86,Intermediate,2,1
P00142,SK040,0.88,Intermediate,2,1
P00142,SK045,0.72,Intermediate,2,1
P00142,SK039,0.56,Intermediate,2,1
P00143,SK044,0.66,Intermediate,2,1
P00143,SK052,0.67,Beginner,1,0
P00143,SK040,0.91,Intermediate,2,1
P00143,SK041,0.84,Intermediate,2,1
P00143,SK045,0.87,Intermediate,2,1
P00143,SK039,0.61,Intermediate,2,1
P00144,SK044,0.83,Intermediate,2,1
P00144,SK052,0.88,Beginner,1,0
P00144,SK041,0.9,Intermediate,2,1
P00144,SK040,0.76,Intermediate,2,1
P00144,SK045,0.7,Intermediate,2,1
P00144,SK039,0.93,Intermediate,2,1
P00145,SK044,0.58,Intermediate,2,1
P00145,SK052,0.92,Beginner,1,0
P00145,SK045,0.85,Intermediate,2,1
P00145,SK046,0.75,Beginner,1,0
P00145,SK039,0.94,Intermediate,2,1
P00145,SK043,0.76,Beginner,1,0
P00146,SK044,0.75,Intermediate,2,1
P00146,SK052,0.71,Beginner,1,0
P00146,SK045,0.71,Intermediate,2,1
P00146,SK046,0.92,Beginner,1,0
P00146,SK039,0.81,Intermediate,2,1
P00146,SK043,0.7,Beginner,1,0
P00147,SK044,0.57,Intermediate,2,1
P00147,SK052,0.87,Beginner,1,0
P00147,SK040,0.81,Intermediate,2,1
P00147,SK046,0.73,Beginner,1,0
P00147,SK045,0.55,Intermediate,2,1
P00147,SK039,0.91,Intermediate,2,1
P00148,SK044,0.7,Intermediate,2,1
P00148,SK052,0.92,Beginner,1,0
P00148,SK041,0.71,Intermediate,2,1
P00148,SK040,0.81,Intermediate,2,1
P00148,SK045,0.77,Intermediate,2,1
P00148,SK047,0.8,Intermediate,2,1
P00149,SK044,0.9,Intermediate,2,1
P00149,SK052,0.88,Beginner,1,0
P00149,SK041,0.62,Intermediate,2,1
P00149,SK040,0.65,Intermediate,2,1
P00149,SK045,0.77,Intermediate,2,1
P00149,SK039,0.93,Intermediate,2,1
P00150,SK044,0.91,Intermediate,2,1
P00150,SK052,0.59,Beginner,1,0
P00150,SK045,0.66,Intermediate,2,1
P00150,SK046,0.84,Beginner,1,0
P00150,SK039,0.58,Intermediate,2,1
P00150,SK043,0.71,Beginner,1,0
P00151,SK044,0.87,Intermediate,2,1
P00151,SK052,0.61,Beginner,1,0
P00151,SK040,0.72,Intermediate,2,1
P00151,SK041,0.66,Intermediate,2,1
P00151,SK045,0.9,Intermediate,2,1
P00151,SK039,0.83,Intermediate,2,1
P00152,SK044,0.65,Intermediate,2,1
P00152,SK052,0.71,Beginner,1,0
P00152,SK045,0.86,Intermediate,2,1
P00152,SK046,0.83,Beginner,1,0
P00152,SK039,0.75,Intermediate,2,1
P00152,SK043,0.59,Beginner,1,0
P00153,SK044,0.72,Intermediate,2,1
P00153,SK052,0.94,Beginner,1,0
P00153,SK040,0.58,Intermediate,2,1
P00153,SK041,0.56,Intermediate,2,1
P00153,SK045,0.85,Intermediate,2,1
P00153,SK039,0.64,Intermediate,2,1
P00154,SK044,0.88,Intermediate,2,1
P00154,SK052,0.68,Beginner,1,0
P00154,SK040,0.89,Intermediate,2,1
P00154,SK046,0.79,Beginner,1,0
P00154,SK045,0.73,Intermediate,2,1
P00154,SK039,0.66,Intermediate,2,1
P00155,SK044,0.94,Intermediate,2,1
P00155,SK052,0.57,Beginner,1,0
P00155,SK041,0.58,Intermediate,2,1
P00155,SK040,0.64,Intermediate,2,1
P00155,SK045,0.91,Intermediate,2,1
P00156,SK044,0.83,Intermediate,2,1
P00156,SK052,0.63,Beginner,1,0
P00156,SK040,0.88,Intermediate,2,1
P00156,SK046,0.88,Beginner,1,0
P00156,SK045,0.68,Intermediate,2,1
P00156,SK039,0.59,Intermediate,2,1
P00157,SK044,0.83,Intermediate,2,1
P00157,SK052,0.87,Beginner,1,0
P00157,SK045,0.9,Intermediate,2,1
P00157,SK046,0.62,Beginner,1,0
P00157,SK039,0.81,Intermediate,2,1
P00157,SK043,0.62,Beginner,1,0
P00158,SK044,0.58,Intermediate,2,1
P00158,SK052,0.64,Beginner,1,0
P00158,SK040,0.71,Intermediate,2,1
P00158,SK041,0.84,Intermediate,2,1
P00158,SK045,0.79,Intermediate,2,1
P00158,SK039,0.85,Intermediate,2,1
P00159,SK044,0.71,Intermediate,2,1
P00159,SK052,0.83,Beginner,1,0
P00159,SK040,0.57,Intermediate,2,1
P00159,SK046,0.92,Beginner,1,0
P00159,SK045,0.74,Intermediate,2,1
P00159,SK039,0.83,Intermediate,2,1
P00160,SK044,0.62,Intermediate,2,1
P00160,SK052,0.62,Beginner,1,0
P00160,SK040,0.56,Intermediate,2,1
P00160,SK041,0.62,Intermediate,2,1
P00160,SK045,0.7,Intermediate,2,1
P00160,SK039,0.6,Intermediate,2,1
P00161,SK044,0.85,Intermediate,2,1
P00161,SK052,0.58,Beginner,1,0
P00161,SK041,0.81,Intermediate,2,1
P00161,SK040,0.93,Intermediate,2,1
P00161,SK045,0.8,Intermediate,2,1
P00161,SK039,0.81,Intermediate,2,1
P00162,SK044,0.69,Intermediate,2,1
P00162,SK052,0.69,Beginner,1,0
P00162,SK041,0.7,Intermediate,2,1
P00162,SK040,0.58,Intermediate,2,1
P00162,SK045,0.94,Intermediate,2,1
P00162,SK039,0.62,Intermediate,2,1
P00163,SK044,0.7,Intermediate,2,1
P00163,SK052,0.6,Beginner,1,0
P00163,SK040,0.87,Intermediate,2,1
P00163,SK046,0.71,Beginner,1,0
P00163,SK045,0.57,Intermediate,2,1
P00163,SK039,0.59,Intermediate,2,1
P00164,SK044,0.92,Intermediate,2,1
P00164,SK052,0.87,Beginner,1,0
P00164,SK040,0.76,Intermediate,2,1
P00164,SK046,0.75,Beginner,1,0
P00164,SK045,0.8,Intermediate,2,1
P00164,SK039,0.94,Intermediate,2,1
P00165,SK044,0.65,Intermediate,2,1
P00165,SK052,0.68,Beginner,1,0
P00165,SK040,0.8,Intermediate,2,1
P00165,SK041,0.58,Intermediate,2,1
P00165,SK045,0.65,Intermediate,2,1
P00165,SK039,0.71,Intermediate,2,1
P00166,SK044,0.77,Intermediate,2,1
P00166,SK052,0.79,Beginner,1,0
P00166,SK040,0.74,Intermediate,2,1
P00166,SK046,0.7,Beginner,1,0
P00166,SK045,0.55,Intermediate,2,1
P00166,SK039,0.66,Intermediate,2,1
P00167,SK044,0.74,Intermediate,2,1
P00167,SK052,0.89,Beginner,1,0
P00167,SK040,0.66,Intermediate,2,1
P00167,SK046,0.76,Beginner,1,0
P00167,SK045,0.72,Intermediate,2,1
P00167,SK039,0.79,Intermediate,2,1
P00168,SK044,0.88,Intermediate,2,1
P00168,SK052,0.91,Beginner,1,0
P00168,SK041,0.85,Intermediate,2,1
P00168,SK040,0.55,Intermediate,2,1
P00168,SK045,0.79,Intermediate,2,1
P00168,SK039,0.64,Intermediate,2,1
P00169,SK044,0.92,Intermediate,2,1
P00169,SK052,0.82,Beginner,1,0
P00169,SK045,0.88,Intermediate,2,1
P00169,SK046,0.8,Beginner,1,0
P00169,SK039,0.58,Intermediate,2,1
P00169,SK043,0.83,Beginner,1,0
P00170,SK044,0.93,Intermediate,2,1
P00170,SK052,0.61,Beginner,1,0
P00170,SK045,0.58,Intermediate,2,1
P00170,SK046,0.7,Beginner,1,0
P00170,SK039,0.72,Intermediate,2,1
P00170,SK043,0.91,Beginner,1,0
P00171,SK044,0.66,Intermediate,2,1
P00171,SK052,0.82,Beginner,1,0
P00171,SK045,0.67,Intermediate,2,1
P00171,SK046,0.79,Beginner,1,0
P00171,SK039,0.62,Intermediate,2,1
P00171,SK043,0.81,Beginner,1,0
P00172,SK044,0.86,Intermediate,2,1
P00172,SK052,0.59,Beginner,1,0
P00172,SK041,0.69,Intermediate,2,1
P00172,SK040,0.71,Intermediate,2,1
P00172,SK045,0.76,Intermediate,2,1
P00172,SK039,0.9,Intermediate,2,1
P00173,SK044,0.74,Intermediate,2,1
P00173,SK052,0.64,Beginner,1,0
P00173,SK040,0.76,Intermediate,2,1
P00173,SK046,0.94,Beginner,1,0
P00173,SK045,0.65,Intermediate,2,1
P00173,SK039,0.71,Intermediate,2,1
P00174,SK044,0.76,Intermediate,2,1
P00174,SK052,0.74,Beginner,1,0
P00174,SK040,0.72,Intermediate,2,1
P00174,SK041,0.82,Intermediate,2,1
P00174,SK045,0.63,Intermediate,2,1
P00174,SK039,0.57,Intermediate,2,1
P00175,SK044,0.58,Intermediate,2,1
P00175,SK052,0.73,Beginner,1,0
P00175,SK041,0.89,Intermediate,2,1
P00175,SK040,0.88,Intermediate,2,1
P00175,SK045,0.79,Intermediate,2,1
P00175,SK039,0.75,Intermediate,2,1
P00176,SK044,0.78,Intermediate,2,1
P00176,SK052,0.6,Beginner,1,0
P00176,SK041,0.82,Intermediate,2,1
P00176,SK040,0.89,Intermediate,2,1
P00176,SK045,0.87,Intermediate,2,1
P00176,SK047,0.77,Intermediate,2,1
P00177,SK044,0.91,Intermediate,2,1
P00177,SK052,0.67,Beginner,1,0
P00177,SK041,0.62,Intermediate,2,1
P00177,SK040,0.6,Intermediate,2,1
P00177,SK045,0.8,Intermediate,2,1
P00177,SK039,0.71,Intermediate,2,1
P00178,SK044,0.92,Intermediate,2,1
P00178,SK052,0.89,Beginner,1,0
P00178,SK041,0.82,Intermediate,2,1
P00178,SK040,0.56,Intermediate,2,1
P00178,SK045,0.74,Intermediate,2,1
P00178,SK039,0.84,Intermediate,2,1
P00179,SK044,0.59,Intermediate,2,1
P00179,SK052,0.75,Beginner,1,0
P00179,SK040,0.7,Intermediate,2,1
P00179,SK041,0.55,Intermediate,2,1
P00179,SK045,0.94,Intermediate,2,1
P00179,SK039,0.89,Intermediate,2,1
P00180,SK044,0.68,Intermediate,2,1
P00180,SK052,0.69,Beginner,1,0
P00180,SK041,0.92,Intermediate,2,1
P00180,SK040,0.76,Intermediate,2,1
P00180,SK045,0.93,Intermediate,2,1
P00180,SK047,0.94,Intermediate,2,1
P00181,SK044,0.77,Intermediate,2,1
P00181,SK052,0.65,Beginner,1,0
P00181,SK041,0.79,Intermediate,2,1
P00181,SK040,0.56,Intermediate,2,1
P00181,SK045,0.58,Intermediate,2,1
P00181,SK039,0.88,Intermediate,2,1
P00182,SK044,0.6,Intermediate,2,1
P00182,SK052,0.65,Beginner,1,0
P00182,SK040,0.73,Intermediate,2,1
P00182,SK041,0.62,Intermediate,2,1
P00182,SK045,0.86,Intermediate,2,1
P00182,SK039,0.74,Intermediate,2,1
P00183,SK044,0.63,Intermediate,2,1
P00183,SK052,0.73,Beginner,1,0
P00183,SK040,0.56,Intermediate,2,1
P00183,SK041,0.58,Intermediate,2,1
P00183,SK045,0.58,Intermediate,2,1
P00183,SK039,0.65,Intermediate,2,1
P00184,SK044,0.56,Intermediate,2,1
P00184,SK052,0.6,Beginner,1,0
P00184,SK040,0.63,Intermediate,2,1
P00184,SK046,0.86,Beginner,1,0
P00184,SK045,0.93,Intermediate,2,1
P00184,SK039,0.82,Intermediate,2,1
P00185,SK044,0.71,Intermediate,2,1
P00185,SK052,0.89,Beginner,1,0
P00185,SK040,0.79,Intermediate,2,1
P00185,SK041,0.78,Intermediate,2,1
P00185,SK045,0.88,Intermediate,2,1
P00185,SK039,0.63,Intermediate,2,1
P00186,SK044,0.71,Intermediate,2,1
P00186,SK052,0.66,Beginner,1,0
P00186,SK040,0.93,Intermediate,2,1
P00186,SK041,0.89,Intermediate,2,1
P00186,SK045,0.6,Intermediate,2,1
P00186,SK039,0.61,Intermediate,2,1
P00187,SK044,0.75,Intermediate,2,1
P00187,SK052,0.71,Beginner,1,0
P00187,SK041,0.88,Intermediate,2,1
P00187,SK040,0.93,Intermediate,2,1
P00187,SK045,0.63,Intermediate,2,1
P00187,SK039,0.59,Intermediate,2,1
P00188,SK044,0.7,Intermediate,2,1
P00188,SK052,0.57,Beginner,1,0
P00188,SK041,0.6,Intermediate,2,1
P00188,SK040,0.56,Intermediate,2,1
P00188,SK045,0.78,Intermediate,2,1
P00188,SK039,0.73,Intermediate,2,1
P00189,SK044,0.71,Intermediate,2,1
P00189,SK052,0.56,Beginner,1,0
P00189,SK040,0.91,Intermediate,2,1
P00189,SK046,0.71,Beginner,1,0
P00189,SK045,0.8,Intermediate,2,1
P00189,SK039,0.82,Intermediate,2,1
P00190,SK044,0.93,Intermediate,2,1
P00190,SK052,0.62,Beginner,1,0
P00190,SK040,0.71,Intermediate,2,1
P00190,SK046,0.66,Beginner,1,0
P00190,SK045,0.79,Intermediate,2,1
P00190,SK039,0.67,Intermediate,2,1
P00191,SK044,0.68,Intermediate,2,1
P00191,SK052,0.89,Beginner,1,0
P00191,SK041,0.67,Intermediate,2,1
P00191,SK040,0.74,Intermediate,2,1
P00191,SK045,0.71,Intermediate,2,1
P00191,SK039,0.78,Intermediate,2,1
P00192,SK044,0.55,Intermediate,2,1
P00192,SK052,0.55,Beginner,1,0
P00192,SK041,0.84,Intermediate,2,1
P00192,SK040,0.78,Intermediate,2,1
P00192,SK045,0.64,Intermediate,2,1
P00192,SK039,0.79,Intermediate,2,1
P00193,SK044,0.66,Intermediate,2,1
P00193,SK052,0.9,Beginner,1,0
P00193,SK040,0.63,Intermediate,2,1
P00193,SK046,0.88,Beginner,1,0
P00193,SK045,0.69,Intermediate,2,1
P00193,SK047,0.59,Intermediate,2,1
P00194,SK044,0.76,Intermediate,2,1
P00194,SK052,0.89,Beginner,1,0
P00194,SK040,0.7,Intermediate,2,1
P00194,SK046,0.93,Beginner,1,0
P00194,SK045,0.65,Intermediate,2,1
P00194,SK039,0.58,Intermediate,2,1
P00195,SK044,0.87,Intermediate,2,1
P00195,SK052,0.74,Beginner,1,0
P00195,SK045,0.78,Intermediate,2,1
P00195,SK046,0.6,Beginner,1,0
P00195,SK039,0.8,Intermediate,2,1
P00195,SK043,0.56,Beginner,1,0
P00196,SK044,0.55,Intermediate,2,1
P00196,SK052,0.73,Beginner,1,0
P00196,SK040,0.87,Intermediate,2,1
P00196,SK046,0.93,Beginner,1,0
P00196,SK045,0.67,Intermediate,2,1
P00196,SK047,0.94,Intermediate,2,1
P00197,SK044,0.66,Intermediate,2,1
P00197,SK052,0.83,Beginner,1,0
P00197,SK041,0.79,Intermediate,2,1
P00197,SK040,0.66,Intermediate,2,1
P00197,SK045,0.57,Intermediate,2,1
P00197,SK039,0.71,Intermediate,2,1
P00198,SK044,0.63,Intermediate,2,1
P00198,SK052,0.72,Beginner,1,0
P00198,SK045,0.92,Intermediate,2,1
P00198,SK046,0.89,Beginner,1,0
P00198,SK039,0.6,Intermediate,2,1
P00198,SK043,0.58,Beginner,1,0
P00199,SK044,0.92,Intermediate,2,1
P00199,SK052,0.84,Beginner,1,0
P00199,SK040,0.75,Intermediate,2,1
P00199,SK046,0.6,Beginner,1,0
P00199,SK045,0.75,Intermediate,2,1
P00199,SK039,0.72,Intermediate,2,1
P00200,SK044,0.65,Intermediate,2,1
P00200,SK052,0.71,Beginner,1,0
P00200,SK045,0.88,Intermediate,2,1
P00200,SK046,0.59,Beginner,1,0
P00200,SK039,0.83,Intermediate,2,1
P00200,SK043,0.92,Beginner,1,0
P00201,SK044,0.92,Intermediate,2,1
P00201,SK052,0.73,Beginner,1,0
P00201,SK040,0.62,Intermediate,2,1
P00201,SK046,0.78,Beginner,1,0
P00201,SK045,0.72,Intermediate,2,1
P00201,SK039,0.84,Intermediate,2,1
P00202,SK044,0.7,Intermediate,2,1
P00202,SK052,0.79,Beginner,1,0
P00202,SK040,0.59,Intermediate,2,1
P00202,SK046,0.62,Beginner,1,0
P00202,SK045,0.61,Intermediate,2,1
P00202,SK047,0.68,Intermediate,2,1
P00203,SK044,0.79,Intermediate,2,1
P00203,SK052,0.79,Beginner,1,0
P00203,SK045,0.84,Intermediate,2,1
P00203,SK046,0.92,Beginner,1,0
P00203,SK039,0.84,Intermediate,2,1
P00203,SK043,0.78,Beginner,1,0
P00204,SK044,0.69,Intermediate,2,1
P00204,SK052,0.79,Beginner,1,0
P00204,SK045,0.55,Intermediate,2,1
P00204,SK046,0.9,Beginner,1,0
P00204,SK039,0.57,Intermediate,2,1
P00204,SK043,0.78,Beginner,1,0
P00205,SK044,0.71,Intermediate,2,1
P00205,SK052,0.94,Beginner,1,0
P00205,SK040,0.8,Intermediate,2,1
P00205,SK041,0.56,Intermediate,2,1
P00205,SK045,0.92,Intermediate,2,1
P00205,SK039,0.63,Intermediate,2,1
P00206,SK044,0.8,Intermediate,2,1
P00206,SK052,0.57,Beginner,1,0
P00206,SK040,0.8,Intermediate,2,1
P00206,SK041,0.82,Intermediate,2,1
P00206,SK045,0.88,Intermediate,2,1
P00206,SK039,0.58,Intermediate,2,1
P00207,SK044,0.94,Intermediate,2,1
P00207,SK052,0.81,Beginner,1,0
P00207,SK045,0.7,Intermediate,2,1
P00207,SK046,0.56,Beginner,1,0
P00207,SK039,0.67,Intermediate,2,1
P00207,SK043,0.94,Beginner,1,0
P00208,SK044,0.72,Intermediate,2,1
P00208,SK052,0.58,Beginner,1,0
P00208,SK041,0.78,Intermediate,2,1
P00208,SK040,0.55,Intermediate,2,1
P00208,SK045,0.76,Intermediate,2,1
P00208,SK039,0.69,Intermediate,2,1
P00209,SK044,0.89,Intermediate,2,1
P00209,SK052,0.67,Beginner,1,0
P00209,SK040,0.67,Intermediate,2,1
P00209,SK041,0.71,Intermediate,2,1
P00209,SK045,0.92,Intermediate,2,1
P00209,SK039,0.86,Intermediate,2,1
P00210,SK044,0.74,Intermediate,2,1
P00210,SK052,0.72,Beginner,1,0
P00210,SK045,0.61,Intermediate,2,1
P00210,SK046,0.93,Beginner,1,0
P00210,SK039,0.85,Intermediate,2,1
P00210,SK043,0.66,Beginner,1,0
P00211,SK044,0.93,Intermediate,2,1
P00211,SK052,0.89,Beginner,1,0
P00211,SK045,0.63,Intermediate,2,1
P00211,SK046,0.79,Beginner,1,0
P00211,SK039,0.76,Intermediate,2,1
P00211,SK043,0.77,Beginner,1,0
P00212,SK044,0.75,Intermediate,2,1
P00212,SK052,0.61,Beginner,1,0
P00212,SK040,0.69,Intermediate,2,1
P00212,SK046,0.71,Beginner,1,0
P00212,SK045,0.75,Intermediate,2,1
P00212,SK039,0.64,Intermediate,2,1
P00213,SK044,0.88,Intermediate,2,1
P00213,SK052,0.94,Beginner,1,0
P00213,SK040,0.72,Intermediate,2,1
P00213,SK041,0.56,Intermediate,2,1
P00213,SK045,0.85,Intermediate,2,1
P00213,SK039,0.85,Intermediate,2,1
P00214,SK044,0.71,Intermediate,2,1
P00214,SK052,0.55,Beginner,1,0
P00214,SK045,0.67,Intermediate,2,1
P00214,SK046,0.9,Beginner,1,0
P00214,SK039,0.71,Intermediate,2,1
P00214,SK043,0.56,Beginner,1,0
P00215,SK044,0.62,Intermediate,2,1
P00215,SK052,0.61,Beginner,1,0
P00215,SK040,0.88,Intermediate,2,1
P00215,SK046,0.67,Beginner,1,0
P00215,SK045,0.72,Intermediate,2,1
P00215,SK039,0.85,Intermediate,2,1
P00216,SK044,0.75,Intermediate,2,1
P00216,SK052,0.82,Beginner,1,0
P00216,SK040,0.57,Intermediate,2,1
P00216,SK041,0.91,Intermediate,2,1
P00216,SK045,0.93,Intermediate,2,1
P00216,SK039,0.79,Intermediate,2,1
P00217,SK044,0.61,Intermediate,2,1
P00217,SK052,0.64,Beginner,1,0
P00217,SK045,0.58,Intermediate,2,1
P00217,SK046,0.86,Beginner,1,0
P00217,SK039,0.9,Intermediate,2,1
P00217,SK043,0.83,Beginner,1,0
P00218,SK044,0.65,Intermediate,2,1
P00218,SK052,0.61,Beginner,1,0
P00218,SK040,0.85,Intermediate,2,1
P00218,SK046,0.74,Beginner,1,0
P00218,SK045,0.56,Intermediate,2,1
P00218,SK039,0.86,Intermediate,2,1
P00219,SK044,0.69,Intermediate,2,1
P00219,SK052,0.65,Beginner,1,0
P00219,SK040,0.87,Intermediate,2,1
P00219,SK041,0.66,Intermediate,2,1
P00219,SK045,0.8,Intermediate,2,1
P00219,SK039,0.74,Intermediate,2,1
P00220,SK044,0.76,Intermediate,2,1
P00220,SK052,0.91,Beginner,1,0
P00220,SK040,0.57,Intermediate,2,1
P00220,SK046,0.6,Beginner,1,0
P00220,SK045,0.56,Intermediate,2,1
P00220,SK047,0.93,Intermediate,2,1
P00221,SK044,0.93,Intermediate,2,1
P00221,SK052,0.86,Beginner,1,0
P00221,SK045,0.77,Intermediate,2,1
P00221,SK046,0.62,Beginner,1,0
P00221,SK039,0.68,Intermediate,2,1
P00221,SK043,0.89,Beginner,1,0
P00222,SK044,0.57,Intermediate,2,1
P00222,SK052,0.82,Beginner,1,0
P00222,SK040,0.8,Intermediate,2,1
P00222,SK041,0.72,Intermediate,2,1
P00222,SK045,0.82,Intermediate,2,1
P00222,SK039,0.65,Intermediate,2,1
P00223,SK044,0.62,Intermediate,2,1
P00223,SK052,0.86,Beginner,1,0
P00223,SK041,0.82,Intermediate,2,1
P00223,SK040,0.89,Intermediate,2,1
P00223,SK045,0.59,Intermediate,2,1
P00223,SK039,0.63,Intermediate,2,1
P00224,SK044,0.83,Intermediate,2,1
P00224,SK052,0.59,Beginner,1,0
P00224,SK041,0.88,Intermediate,2,1
P00224,SK040,0.93,Intermediate,2,1
P00224,SK045,0.85,Intermediate,2,1
P00224,SK039,0.94,Intermediate,2,1
P00225,SK044,0.92,Intermediate,2,1
P00225,SK052,0.58,Beginner,1,0
P00225,SK040,0.8,Intermediate,2,1
P00225,SK046,0.67,Beginner,1,0
P00225,SK045,0.55,Intermediate,2,1
P00225,SK039,0.77,Intermediate,2,1
P00226,SK044,0.78,Intermediate,2,1
P00226,SK052,0.82,Beginner,1,0
P00226,SK040,0.55,Intermediate,2,1
P00226,SK046,0.8,Beginner,1,0
P00226,SK045,0.78,Intermediate,2,1
P00226,SK039,0.7,Intermediate,2,1
P00227,SK044,0.61,Intermediate,2,1
P00227,SK052,0.6,Beginner,1,0
P00227,SK041,0.83,Intermediate,2,1
P00227,SK040,0.57,Intermediate,2,1
P00227,SK045,0.88,Intermediate,2,1
P00227,SK039,0.57,Intermediate,2,1
P00228,SK044,0.85,Intermediate,2,1
P00228,SK052,0.89,Beginner,1,0
P00228,SK040,0.59,Intermediate,2,1
P00228,SK046,0.9,Beginner,1,0
P00228,SK045,0.74,Intermediate,2,1
P00228,SK039,0.88,Intermediate,2,1
P00229,SK044,0.6,Intermediate,2,1
P00229,SK052,0.69,Beginner,1,0
P00229,SK040,0.56,Intermediate,2,1
P00229,SK046,0.94,Beginner,1,0
P00229,SK045,0.74,Intermediate,2,1
P00229,SK039,0.6,Intermediate,2,1
P00230,SK044,0.91,Intermediate,2,1
P00230,SK052,0.73,Beginner,1,0
P00230,SK040,0.57,Intermediate,2,1
P00230,SK046,0.79,Beginner,1,0
P00230,SK045,0.64,Intermediate,2,1
P00230,SK039,0.6,Intermediate,2,1
P00231,SK044,0.64,Intermediate,2,1
P00231,SK052,0.8,Beginner,1,0
P00231,SK040,0.62,Intermediate,2,1
P00231,SK046,0.89,Beginner,1,0
P00231,SK045,0.92,Intermediate,2,1
P00231,SK039,0.84,Intermediate,2,1
P00232,SK044,0.8,Intermediate,2,1
P00232,SK052,0.66,Beginner,1,0
P00232,SK041,0.79,Intermediate,2,1
P00232,SK040,0.58,Intermediate,2,1
