employee_id,project_id,role_in_project,start_date,end_date,task_count,performance_score,project_success_score,manager_feedback_score
E00221,P00211,Project Team Member,2025-07-22,2025-08-18,1,5.5,5.0,7.8
E00221,P00223,Project Team Member,2024-10-21,2024-10-29,1,7.5,8.9,8.8
E00221,P00249,Project Team Member,2023-10-29,2023-11-10,1,5.5,5.4,7.8
E00221,P00287,Project Team Member,2025-09-24,2025-10-06,1,8.4,9.7,9.2
E00221,P00305,Project Team Member,2024-09-27,2024-10-12,1,6.7,7.0,8.4
E00221,P00309,Project Team Member,2026-03-22,2026-03-27,1,7.6,6.9,8.8
E00221,P00315,Project Team Member,2026-02-13,2026-02-23,1,5.6,5.1,7.8
E00221,P00349,Project Team Member,2023-07-11,2023-07-15,1,6.2,7.3,8.1
E00221,P00383,Project Team Member,2024-01-03,2024-01-11,1,8.0,8.4,9.0
E00221,P00398,Project Team Member,2026-03-11,2026-03-20,1,5.8,5.4,7.9
E00221,P00432,Project Team Member,2024-07-21,2024-07-26,1,6.7,6.6,8.4
E00221,P00452,Project Team Member,2023-09-09,2023-09-15,1,5.5,5.0,7.8
E00221,P00454,Project Team Member,2023-12-20,2023-12-30,1,6.7,7.1,8.4
E00221,P00471,Project Team Member,2023-04-16,2023-04-26,1,7.4,8.6,8.7
E00221,P00482,Project Team Member,2023-01-11,2023-01-16,1,6.2,7.1,8.1
E00221,P00503,Project Team Member,2024-01-09,2024-01-14,1,6.1,6.2,8.0
E00221,P00511,Project Team Member,2025-05-23,2025-06-06,1,6.1,5.8,8.0
E00221,P00513,Project Team Member,2025-05-03,2025-05-18,1,7.6,8.3,8.8
E00221,P00519,Project Team Member,2025-12-28,2026-01-01,1,5.5,5.0,7.8
E00221,P00523,Project Team Member,2025-12-02,2025-12-12,1,7.4,7.9,8.7
E00221,P00526,Project Team Member,2025-10-01,2025-10-18,1,5.6,5.7,7.8
E00221,P00537,Project Team Member,2024-02-26,2024-03-16,1,7.8,9.1,8.9
E00221,P00540,Project Team Member,2024-10-20,2024-10-30,1,7.5,8.7,8.8
E00221,P00561,Project Team Member,2024-02-08,2024-02-20,1,5.5,5.0,7.8
E00221,P00583,Project Team Member,2026-03-23,2026-04-03,1,7.4,8.6,8.7
E00221,P00585,Project Team Member,2025-05-18,2025-05-27,1,5.5,5.0,7.8
E00221,P00596,Project Team Member,2024-11-08,2024-11-20,1,6.8,8.1,8.4
E00221,P00606,Project Team Member,2023-08-30,2023-09-12,1,6.5,6.6,8.2
E00221,P00648,Project Team Member,2025-03-27,2025-04-06,1,5.5,5.0,7.8
E00221,P00654,Project Team Member,2026-02-23,2026-03-07,1,6.8,7.6,8.4
E00221,P00673,Project Team Member,2024-01-05,2024-01-10,1,6.5,6.7,8.2
E00221,P00677,Project Team Member,2025-02-05,2025-07-18,2,7.7,7.4,8.8
E00221,P00678,Project Team Member,2025-09-20,2025-09-25,1,7.6,8.8,8.8
E00221,P00681,Project Team Member,2026-02-18,2026-02-27,1,6.9,7.9,8.4
E00221,P00702,Project Team Member,2024-02-13,2024-02-22,1,8.0,9.0,9.0
E00221,P00712,Project Team Member,2026-03-20,2026-03-25,1,5.5,5.0,7.8
E00221,P00767,Project Team Member,2024-11-19,2024-11-26,1,5.5,5.0,7.8
E00221,P00796,Project Team Member,2025-06-30,2025-11-14,2,6.6,6.6,8.3
E00221,P00802,Project Team Member,2024-08-09,2024-08-14,1,7.0,8.4,8.5
E00221,P00828,Project Team Member,2025-09-04,2025-09-13,1,5.5,5.0,7.8
E00221,P00829,Project Team Member,2024-01-07,2024-01-09,1,6.6,6.8,8.3
E00221,P00844,Project Team Member,2025-03-21,2025-03-30,1,5.9,6.6,8.0
E00221,P00851,Project Team Member,2023-05-28,2023-06-19,1,6.0,5.6,8.0
E00221,P00873,Project Team Member,2025-04-09,2025-04-23,1,7.2,8.5,8.6
E00222,P00050,Contributor,2025-12-05,2025-12-10,1,8.0,9.3,7.2
E00222,P00061,Contributor,2023-04-27,2023-05-07,1,7.6,7.2,7.0
E00222,P00073,Contributor,2024-01-14,2024-01-21,1,9.7,9.7,8.0
E00222,P00108,Contributor,2024-11-17,2024-12-12,1,6.2,7.4,6.3
E00222,P00112,Contributor,2025-05-29,2025-06-02,1,7.1,8.2,6.8
E00222,P00164,Contributor,2024-03-29,2024-04-05,1,6.1,7.1,6.2
E00222,P00176,Contributor,2024-07-04,2024-07-13,1,5.5,5.0,6.0
E00222,P00188,Contributor,2025-12-03,2025-12-06,1,7.8,7.8,7.1
E00222,P00220,Contributor,2023-08-24,2023-09-03,1,5.5,5.0,6.0
E00222,P00221,Contributor,2026-01-10,2026-01-22,1,5.5,5.0,6.0
E00222,P00241,Contributor,2024-10-04,2024-10-16,1,7.4,8.4,6.9
E00222,P00255,Contributor,2024-01-17,2024-01-22,1,5.8,5.5,6.1
E00222,P00261,Contributor,2024-12-04,2024-12-11,1,5.5,5.0,6.0
E00222,P00307,Contributor,2024-12-23,2024-12-31,1,5.5,5.0,6.0
E00222,P00343,Contributor,2024-05-17,2024-05-31,1,5.6,6.2,6.0
E00222,P00347,Contributor,2026-01-16,2026-01-31,1,5.5,5.5,6.0
E00222,P00357,Contributor,2023-02-27,2023-03-16,1,6.1,5.9,6.2
E00222,P00419,Contributor,2024-10-18,2024-10-26,1,5.9,6.5,6.2
E00222,P00482,Contributor,2023-12-06,2023-12-15,1,5.5,5.7,6.0
E00222,P00541,Contributor,2024-06-05,2024-06-16,1,5.7,5.0,6.1
E00222,P00545,Contributor,2024-11-13,2024-11-26,1,6.3,5.3,6.4
E00222,P00609,Contributor,2024-02-24,2024-03-02,1,8.4,9.5,7.4
E00222,P00633,Contributor,2026-03-18,2026-03-21,1,5.5,5.0,6.0
E00222,P00760,Contributor,2023-08-07,2023-08-28,1,8.4,9.7,7.4
E00222,P00839,Contributor,2025-11-01,2025-11-06,1,7.2,6.2,6.8
E00223,P00030,Project Team Member,2023-11-14,2023-12-13,1,5.5,5.0,7.0
E00223,P00063,Project Team Member,2026-03-20,2026-04-04,1,5.8,5.0,7.2
E00223,P00074,Project Team Member,2026-02-04,2026-02-17,1,8.2,9.5,8.4
E00223,P00132,Project Team Member,2023-11-20,2023-12-04,1,8.0,9.3,8.3
E00223,P00140,Project Team Member,2024-10-23,2024-11-19,1,5.5,5.0,7.0
E00223,P00165,Project Team Member,2024-04-12,2024-04-21,1,8.3,8.2,8.4
E00223,P00169,Project Team Member,2024-03-12,2024-03-20,1,5.9,5.8,7.2
E00223,P00200,Project Team Member,2025-04-20,2025-05-02,1,7.9,8.1,8.2
E00223,P00219,Project Team Member,2024-01-30,2024-02-08,1,9.1,9.7,8.8
E00223,P00228,Project Team Member,2023-07-17,2023-08-01,1,8.0,9.4,8.3
E00223,P00229,Project Team Member,2026-01-17,2026-01-30,1,6.7,5.7,7.6
E00223,P00241,Project Team Member,2025-02-11,2025-02-21,1,6.3,6.4,7.4
E00223,P00252,Project Team Member,2025-12-19,2025-12-28,1,7.8,9.1,8.2
E00223,P00294,Project Team Member,2024-08-21,2024-08-26,1,5.5,5.0,7.0
E00223,P00305,Project Team Member,2024-08-20,2024-08-22,1,8.2,9.5,8.4
E00223,P00340,Project Team Member,2024-04-08,2024-04-21,1,8.2,8.6,8.4
E00223,P00426,Project Team Member,2023-11-16,2023-11-27,1,5.5,5.0,7.0
E00223,P00436,Project Team Member,2024-05-16,2024-05-26,1,5.9,5.6,7.2
E00223,P00445,Project Team Member,2025-04-25,2025-04-28,1,7.1,7.2,7.8
E00223,P00472,Project Team Member,2024-11-25,2024-12-09,1,5.5,5.0,7.0
E00223,P00480,Project Team Member,2024-01-18,2024-01-28,1,8.9,9.3,8.8
E00223,P00555,Project Team Member,2023-10-18,2023-10-22,1,5.5,5.0,7.0
E00223,P00566,Project Team Member,2025-05-02,2025-05-14,1,5.6,5.6,7.1
E00223,P00590,Project Team Member,2025-12-30,2026-01-07,1,5.5,5.0,7.0
E00223,P00613,Project Team Member,2026-03-30,2026-04-12,1,7.5,8.8,8.0
E00223,P00615,Project Team Member,2025-02-15,2025-02-25,1,9.6,9.7,9.1
E00223,P00655,Project Team Member,2026-02-16,2026-03-01,1,5.5,5.0,7.0
E00223,P00657,Project Team Member,2026-02-03,2026-02-10,1,5.5,5.0,7.0
E00223,P00667,Project Team Member,2024-01-21,2024-01-31,1,6.7,7.0,7.6
E00223,P00676,Project Team Member,2026-03-05,2026-02-18,1,8.9,9.3,8.8
E00223,P00689,Project Team Member,2026-01-18,2026-01-30,1,6.7,5.7,7.6
E00223,P00707,Project Team Member,2024-06-04,2024-06-14,1,6.4,6.5,7.5
E00223,P00721,Project Team Member,2026-03-09,2026-03-11,1,5.9,5.2,7.2
E00223,P00730,Project Team Member,2026-03-11,2026-03-22,1,7.3,8.1,8.0
E00223,P00799,Project Team Member,2024-07-06,2024-07-14,1,7.2,8.5,7.9
E00223,P00834,Project Team Member,2024-02-13,2024-02-16,1,5.5,5.4,7.0
E00223,P00844,Project Team Member,2025-04-16,2025-04-28,1,5.5,5.0,7.0
E00223,P00847,Project Team Member,2023-07-31,2023-08-03,1,7.3,7.0,8.0
E00223,P00858,Project Team Member,2025-10-25,2025-10-30,1,5.5,5.0,7.0
E00223,P00862,Project Team Member,2026-03-18,2026-03-24,1,7.3,8.4,8.0
E00223,P00871,Project Team Member,2025-01-12,2025-01-17,1,5.5,5.0,7.0
E00223,P00885,Project Team Member,2025-04-14,2025-05-10,1,5.5,5.0,7.0
E00223,P00897,Project Team Member,2024-09-23,2024-10-06,1,6.5,7.3,7.6
E00224,P00030,Project Team Member,2024-03-18,2024-03-27,1,5.5,5.4,6.0
E00224,P00036,Project Team Member,2024-01-13,2024-01-15,1,7.3,8.6,7.0
E00224,P00067,Project Team Member,2025-07-22,2025-09-14,2,6.2,6.1,6.4
E00224,P00083,Project Team Member,2023-12-02,2023-12-17,1,5.5,5.0,6.0
E00224,P00135,Project Team Member,2023-11-19,2023-12-01,1,6.9,7.4,6.8
E00224,P00152,Project Team Member,2026-02-19,2026-02-24,1,9.2,9.7,7.9
E00224,P00181,Project Team Member,2026-01-03,2026-01-30,1,8.0,9.4,7.3
E00224,P00232,Project Team Member,2023-09-30,2023-10-08,1,8.5,9.1,7.6
E00224,P00234,Project Team Member,2024-06-25,2024-07-10,1,6.4,7.3,6.5
E00224,P00260,Project Team Member,2025-06-10,2025-06-14,1,6.1,6.2,6.4
E00224,P00284,Project Team Member,2025-01-27,2025-01-29,1,5.5,5.0,6.0
E00224,P00360,Project Team Member,2025-04-25,2025-04-27,1,5.5,5.0,6.0
E00224,P00435,Project Team Member,2026-03-10,2026-02-21,1,5.6,5.4,6.1
E00224,P00479,Project Team Member,2025-06-24,2025-06-28,1,6.7,6.4,6.6
E00224,P00490,Project Team Member,2025-07-05,2025-07-12,1,7.7,8.8,7.2
E00224,P00606,Project Team Member,2024-01-15,2024-01-24,1,5.5,5.0,6.0
E00224,P00609,Project Team Member,2023-02-06,2023-02-08,1,5.9,5.8,6.2
E00224,P00621,Project Team Member,2023-11-26,2023-12-17,1,5.5,5.0,6.0
E00224,P00659,Project Team Member,2023-05-30,2023-06-14,1,8.0,9.3,7.3
E00224,P00733,Project Team Member,2024-02-11,2024-02-21,1,7.0,6.6,6.8
E00224,P00761,Project Team Member,2025-12-09,2025-12-15,1,5.5,5.0,6.0
E00224,P00777,Project Team Member,2025-02-16,2025-02-26,1,6.7,7.1,6.6
E00224,P00797,Project Team Member,2024-08-25,2024-08-29,1,5.5,5.3,6.0
E00224,P00803,Project Team Member,2026-03-19,2026-02-25,1,6.3,5.3,6.4
E00224,P00834,Project Team Member,2024-01-28,2024-01-30,1,7.3,8.6,7.0
E00224,P00836,Project Team Member,2025-12-22,2026-01-04,1,5.9,6.3,6.2
E00224,P00839,Project Team Member,2026-02-01,2026-02-15,1,5.5,5.0,6.0
E00224,P00878,Project Team Member,2026-02-05,2026-02-19,1,5.5,5.0,6.0
E00225,P00037,Project Team Member,2025-11-29,2025-12-07,1,7.8,9.2,7.7
E00225,P00040,Project Team Member,2023-10-08,2023-10-22,1,8.7,9.7,8.1
E00225,P00045,Project Team Member,2023-09-30,2023-10-11,1,6.4,7.0,7.0
E00225,P00061,Project Team Member,2023-04-17,2023-04-26,1,6.1,7.1,6.8
E00225,P00098,Project Team Member,2024-09-04,2024-09-08,1,5.9,5.2,6.8
E00225,P00105,Project Team Member,2023-11-17,2023-12-08,1,5.5,5.6,6.6
E00225,P00108,Project Team Member,2024-11-21,2025-04-18,2,7.3,7.4,7.4
E00225,P00122,Project Team Member,2025-03-24,2025-04-05,1,5.8,5.6,6.7
E00225,P00145,Project Team Member,2026-04-06,2026-03-14,2,6.7,6.4,7.2
E00225,P00181,Project Team Member,2025-12-03,2025-12-07,1,7.2,7.9,7.4
E00225,P00183,Project Team Member,2023-12-15,2023-12-22,1,6.9,7.0,7.2
E00225,P00195,Project Team Member,2023-12-01,2023-12-10,1,6.4,6.9,7.0
E00225,P00200,Project Team Member,2025-05-09,2025-05-11,1,5.6,5.8,6.6
E00225,P00337,Project Team Member,2023-07-01,2023-07-07,1,6.2,6.2,6.9
E00225,P00358,Project Team Member,2024-11-29,2024-12-12,1,7.5,8.8,7.6
E00225,P00388,Project Team Member,2023-08-08,2023-10-02,2,6.8,6.4,7.2
E00225,P00405,Project Team Member,2025-07-06,2025-07-15,1,7.4,8.8,7.5
E00225,P00424,Project Team Member,2024-04-17,2024-04-23,1,7.5,8.6,7.6
E00225,P00433,Project Team Member,2024-11-26,2024-12-10,1,6.6,7.5,7.1
E00225,P00448,Project Team Member,2024-11-15,2024-11-21,1,5.6,5.7,6.6
E00225,P00486,Project Team Member,2023-06-12,2023-06-21,1,5.5,5.0,6.6
E00225,P00489,Project Team Member,2024-07-25,2024-07-27,1,6.2,6.8,6.9
E00225,P00494,Project Team Member,2024-12-25,2025-01-09,1,5.9,5.2,6.8
E00225,P00521,Project Team Member,2023-11-25,2023-11-27,1,7.2,8.5,7.4
E00225,P00525,Project Team Member,2026-01-28,2026-02-12,1,8.4,9.7,8.0
E00225,P00544,Project Team Member,2025-11-20,2025-11-22,1,6.4,7.4,7.0
E00225,P00546,Project Team Member,2024-04-16,2024-04-25,1,5.5,5.6,6.6
E00225,P00550,Project Team Member,2023-10-06,2023-10-19,1,8.0,9.2,7.8
E00225,P00578,Project Team Member,2026-03-14,2026-03-20,1,6.4,6.5,7.0
E00225,P00675,Project Team Member,2023-12-20,2023-12-22,1,6.1,7.1,6.8
E00225,P00688,Project Team Member,2023-02-20,2023-03-04,1,8.0,8.7,7.8
E00225,P00712,Project Team Member,2026-03-18,2026-04-03,1,5.5,5.0,6.6
E00225,P00713,Project Team Member,2024-07-11,2024-07-31,1,7.1,7.8,7.4
E00225,P00719,Project Team Member,2025-10-30,2025-11-04,1,8.6,8.6,8.1
E00225,P00772,Project Team Member,2024-06-17,2024-06-19,1,5.5,5.0,6.6
E00225,P00801,Project Team Member,2024-03-16,2024-03-18,1,5.7,5.5,6.6
E00225,P00804,Project Team Member,2024-07-29,2024-07-29,1,6.4,6.9,7.0
E00225,P00809,Project Team Member,2025-04-12,2025-04-15,1,7.3,8.3,7.4
E00225,P00841,Project Team Member,2023-10-03,2023-10-18,1,5.9,5.2,6.8
E00225,P00861,Project Team Member,2025-11-25,2025-11-29,1,6.9,8.2,7.2
E00225,P00862,Project Team Member,2026-01-02,2026-01-13,1,7.2,8.5,7.4
E00225,P00867,Project Team Member,2024-08-20,2024-08-28,1,5.9,6.3,6.8
E00225,P00895,Project Team Member,2026-03-23,2026-03-28,1,6.7,7.0,7.2
E00226,P00006,Contributor,2024-08-14,2024-08-20,1,5.5,5.0,7.2
E00226,P00011,Contributor,2024-04-05,2024-07-22,2,8.8,8.2,8.9
E00226,P00015,Contributor,2025-08-18,2025-08-22,1,5.5,5.0,7.2
E00226,P00085,Contributor,2023-03-12,2023-03-27,1,6.8,7.6,7.9
E00226,P00108,Contributor,2025-06-07,2025-06-12,1,5.5,5.0,7.2
E00226,P00126,Contributor,2025-07-14,2025-07-23,1,8.0,9.3,8.5
E00226,P00148,Contributor,2024-05-10,2024-05-18,1,7.1,8.4,8.0
E00226,P00152,Contributor,2026-02-14,2026-02-26,1,5.5,5.0,7.2
E00226,P00174,Contributor,2026-04-26,2026-05-01,1,5.5,5.6,7.2
E00226,P00206,Contributor,2025-11-24,2025-12-06,1,7.3,8.2,8.2
E00226,P00268,Contributor,2024-05-27,2024-06-08,1,5.5,5.0,7.2
E00226,P00284,Contributor,2025-05-20,2025-05-23,1,6.5,5.5,7.8
E00226,P00292,Contributor,2023-10-09,2023-10-18,1,5.8,5.0,7.4
E00226,P00296,Contributor,2025-02-08,2025-02-13,1,7.2,6.2,8.1
E00226,P00367,Contributor,2025-05-05,2025-05-31,1,7.5,8.7,8.2
E00226,P00426,Contributor,2023-12-01,2023-12-16,1,5.8,5.7,7.4
E00226,P00451,Contributor,2025-06-06,2025-06-11,1,5.5,5.5,7.2
E00226,P00485,Contributor,2023-11-13,2023-11-18,1,8.4,9.4,8.7
E00226,P00562,Contributor,2026-04-12,2026-04-16,1,7.4,8.8,8.2
E00226,P00604,Contributor,2023-12-24,2023-12-30,1,9.1,9.7,9.0
E00226,P00680,Contributor,2024-07-26,2024-08-02,1,7.2,8.3,8.1
E00226,P00729,Contributor,2023-08-17,2023-08-23,1,6.3,7.2,7.6
E00226,P00739,Contributor,2026-01-26,2026-02-06,1,7.2,6.2,8.1
E00226,P00788,Contributor,2024-10-18,2024-10-22,1,6.6,7.8,7.8
E00226,P00822,Contributor,2025-07-23,2025-08-06,1,7.4,8.3,8.2
E00226,P00849,Contributor,2024-10-25,2024-12-23,2,7.1,6.9,8.0
E00226,P00885,Contributor,2025-03-27,2025-04-04,1,7.2,7.9,8.1
E00226,P00895,Contributor,2026-03-24,2026-03-29,1,7.2,8.5,8.1
E00227,P00015,Contributor,2025-11-24,2025-11-26,1,5.5,5.3,6.8
E00227,P00035,Contributor,2025-07-24,2025-07-29,1,5.5,5.0,6.8
E00227,P00058,Contributor,2025-10-31,2025-11-07,1,5.9,5.8,7.0
E00227,P00073,Contributor,2024-03-28,2024-04-06,1,5.8,5.6,6.9
E00227,P00092,Contributor,2026-04-26,2026-05-03,1,6.6,6.4,7.3
E00227,P00116,Contributor,2025-07-28,2025-07-29,1,5.6,5.7,6.8
E00227,P00163,Contributor,2024-08-13,2024-08-21,1,6.1,6.1,7.0
E00227,P00455,Contributor,2025-02-25,2025-03-02,1,9.7,9.7,8.8
E00227,P00522,Contributor,2025-11-10,2025-11-14,1,6.9,7.7,7.4
E00227,P00578,Contributor,2026-03-25,2026-03-29,1,6.5,7.8,7.2
E00227,P00670,Contributor,2025-02-12,2025-02-23,1,6.5,7.8,7.2
E00227,P00728,Contributor,2024-03-29,2024-04-03,1,6.0,6.9,7.0
E00227,P00730,Contributor,2025-12-24,2025-12-29,1,7.6,8.9,7.8
E00227,P00883,Contributor,2025-12-27,2026-01-03,1,6.9,7.4,7.4
E00228,P00016,Project Team Member,2024-10-11,2024-10-21,1,6.6,7.5,6.8
E00228,P00030,Project Team Member,2024-04-12,2024-04-17,1,7.0,6.7,7.0
E00228,P00085,Project Team Member,2023-07-13,2023-09-12,2,7.8,8.2,7.4
E00228,P00156,Project Team Member,2023-10-17,2023-10-29,1,9.0,9.7,8.0
E00228,P00161,Project Team Member,2025-11-07,2025-12-07,1,5.5,5.0,6.2
E00228,P00175,Project Team Member,2023-06-14,2023-06-28,1,7.1,7.9,7.0
E00228,P00191,Project Team Member,2025-09-06,2025-09-17,1,6.8,7.9,6.9
E00228,P00202,Project Team Member,2024-10-11,2024-10-27,1,6.8,8.1,6.9
E00228,P00225,Project Team Member,2026-03-24,2026-04-08,1,7.3,8.2,7.2
E00228,P00227,Project Team Member,2026-02-25,2026-03-11,2,8.9,9.4,8.0
E00228,P00326,Project Team Member,2026-04-21,2026-05-03,1,5.5,5.0,6.2
E00228,P00345,Project Team Member,2023-10-30,2023-11-13,1,5.5,5.6,6.2
E00228,P00423,Project Team Member,2026-03-21,2026-03-25,1,7.4,8.4,7.2
E00228,P00463,Project Team Member,2026-04-28,2026-02-19,1,6.6,7.1,6.8
E00228,P00576,Project Team Member,2025-03-19,2025-03-21,1,7.9,9.2,7.4
E00228,P00577,Project Team Member,2026-02-22,2026-02-26,1,6.3,7.7,6.6
E00228,P00717,Project Team Member,2025-09-07,2025-09-19,1,7.2,7.4,7.1
E00228,P00823,Project Team Member,2024-08-29,2024-09-01,1,7.4,8.2,7.2
E00228,P00866,Project Team Member,2024-08-28,2024-09-07,1,7.1,8.1,7.0
E00228,P00885,Project Team Member,2024-09-29,2024-10-03,1,7.2,7.9,7.1
E00229,P00024,Project Team Member,2023-11-15,2023-11-27,1,8.0,8.0,7.7
E00229,P00096,Project Team Member,2025-03-07,2025-03-13,1,5.5,5.0,6.4
E00229,P00104,Project Team Member,2024-02-07,2024-02-17,1,7.5,8.4,7.4
E00229,P00175,Project Team Member,2023-06-22,2023-07-05,1,6.5,7.8,7.0
E00229,P00193,Project Team Member,2024-07-03,2024-07-13,1,7.9,8.5,7.6
E00229,P00251,Project Team Member,2026-02-17,2026-02-20,1,5.5,5.3,6.4
E00229,P00253,Project Team Member,2024-09-01,2024-09-05,1,6.9,8.2,7.2
E00229,P00266,Project Team Member,2023-05-28,2023-06-11,1,8.5,8.5,8.0
E00229,P00296,Project Team Member,2025-01-14,2025-01-29,1,8.0,9.3,7.7
E00229,P00302,Project Team Member,2025-02-13,2025-02-22,1,7.2,6.2,7.3
E00229,P00306,Project Team Member,2025-05-19,2025-06-11,1,6.9,7.6,7.2
E00229,P00309,Project Team Member,2026-02-28,2026-03-02,1,5.6,5.9,6.5
E00229,P00321,Project Team Member,2023-08-24,2023-08-27,1,8.0,8.0,7.7
E00229,P00331,Project Team Member,2025-01-17,2025-01-19,1,5.5,5.0,6.4
E00229,P00349,Project Team Member,2023-06-11,2023-06-19,1,6.9,8.2,7.2
E00229,P00358,Project Team Member,2025-03-23,2025-03-28,1,7.2,8.1,7.3
E00229,P00399,Project Team Member,2024-09-12,2024-09-23,1,5.9,5.2,6.6
E00229,P00510,Project Team Member,2026-03-19,2026-04-02,1,6.4,6.0,6.9
E00229,P00530,Project Team Member,2025-10-23,2025-11-02,1,7.1,7.8,7.2
E00229,P00539,Project Team Member,2024-01-29,2024-02-04,1,5.8,6.2,6.6
E00229,P00557,Project Team Member,2026-02-02,2026-02-26,1,5.5,5.0,6.4
E00229,P00604,Project Team Member,2023-07-16,2023-07-23,1,5.5,5.4,6.4
E00229,P00612,Project Team Member,2023-06-24,2023-07-07,1,7.1,8.5,7.2
E00229,P00679,Project Team Member,2026-03-21,2026-02-28,1,6.3,6.2,6.8
E00229,P00707,Project Team Member,2024-06-09,2024-06-29,2,7.6,8.3,7.5
E00229,P00712,Project Team Member,2026-03-25,2026-03-29,1,6.2,7.5,6.8
E00229,P00714,Project Team Member,2025-04-08,2025-04-20,1,7.3,8.6,7.4
E00229,P00734,Project Team Member,2023-12-13,2024-01-02,1,5.9,5.1,6.6
E00229,P00775,Project Team Member,2023-08-10,2023-08-14,1,5.9,6.4,6.6
E00229,P00790,Project Team Member,2025-08-13,2025-08-27,1,7.3,8.5,7.4
E00229,P00826,Project Team Member,2025-07-17,2025-07-24,1,5.5,5.0,6.4
E00229,P00895,Project Team Member,2026-03-22,2026-04-06,1,5.5,5.0,6.4
E00230,P00002,Coordinator,2025-07-18,2025-07-30,1,6.8,6.0,7.7
E00230,P00014,Coordinator,2024-09-28,2024-10-08,1,5.9,5.2,7.2
E00230,P00020,Coordinator,2024-02-14,2024-02-21,1,7.0,8.4,7.8
E00230,P00037,Coordinator,2025-10-09,2025-10-18,1,6.5,7.9,7.6
E00230,P00048,Coordinator,2026-02-23,2026-03-03,1,5.5,5.0,7.0
E00230,P00064,Coordinator,2025-12-07,2025-12-19,1,6.1,6.5,7.4
E00230,P00117,Coordinator,2026-02-04,2026-02-07,1,8.1,9.1,8.4
E00230,P00129,Coordinator,2026-04-10,2026-04-15,1,5.5,5.0,7.0
E00230,P00139,Coordinator,2025-05-30,2025-06-09,1,6.9,8.3,7.8
E00230,P00145,Coordinator,2026-04-06,2026-03-14,1,6.8,7.1,7.7
E00230,P00160,Coordinator,2024-01-29,2024-02-04,1,6.9,7.5,7.8
E00230,P00177,Coordinator,2023-11-05,2023-11-20,1,7.6,8.2,8.1
E00230,P00249,Coordinator,2023-12-08,2023-12-17,1,7.5,8.4,8.0
E00230,P00273,Coordinator,2026-01-05,2026-01-12,1,5.5,5.0,7.0
E00230,P00279,Coordinator,2025-08-22,2025-09-02,1,9.0,9.6,8.8
E00230,P00280,Coordinator,2025-02-22,2025-03-21,1,9.5,9.7,9.0
E00230,P00299,Coordinator,2025-12-12,2025-12-16,1,9.2,9.7,8.9
E00230,P00310,Coordinator,2023-06-24,2023-06-29,1,5.9,6.4,7.2
E00230,P00326,Coordinator,2026-04-21,2026-04-25,1,5.5,5.0,7.0
E00230,P00374,Coordinator,2025-08-13,2025-08-19,1,5.5,5.0,7.0
E00230,P00375,Coordinator,2025-02-04,2025-02-10,1,8.0,9.3,8.3
E00230,P00382,Coordinator,2024-03-02,2024-03-09,1,6.0,5.9,7.3
E00230,P00384,Coordinator,2026-01-04,2026-01-15,1,7.2,8.1,7.9
E00230,P00397,Coordinator,2023-09-22,2023-10-02,1,8.0,9.0,8.3
E00230,P00411,Coordinator,2024-02-26,2024-03-11,1,6.8,8.2,7.7
E00230,P00426,Coordinator,2023-08-12,2023-08-14,1,6.5,6.6,7.6
E00230,P00470,Coordinator,2023-09-21,2023-09-30,1,5.5,5.0,7.0
E00230,P00472,Coordinator,2024-11-21,2024-12-19,1,5.5,5.2,7.0
E00230,P00489,Coordinator,2025-03-25,2025-04-11,1,7.3,8.6,8.0
E00230,P00504,Coordinator,2023-07-12,2023-07-15,1,7.0,8.1,7.8
E00230,P00513,Coordinator,2025-10-10,2025-10-29,1,7.7,8.3,8.2
E00230,P00548,Coordinator,2023-09-06,2023-09-12,1,8.2,8.7,8.4
E00230,P00560,Coordinator,2024-09-09,2024-09-17,1,8.1,9.2,8.4
E00230,P00561,Coordinator,2023-11-10,2024-05-27,2,7.3,7.4,8.0
E00230,P00571,Coordinator,2024-01-31,2024-02-02,1,7.3,7.5,8.0
E00230,P00596,Coordinator,2024-10-29,2024-11-26,1,5.5,5.0,7.0
E00230,P00600,Coordinator,2025-05-28,2025-06-02,1,6.4,6.6,7.5
E00230,P00603,Coordinator,2023-12-26,2024-01-05,1,5.5,5.0,7.0
E00230,P00606,Coordinator,2023-08-22,2023-08-24,1,7.2,7.4,7.9
E00230,P00614,Coordinator,2026-03-21,2026-04-16,1,5.9,5.9,7.2
E00230,P00640,Coordinator,2024-09-23,2024-09-28,1,6.3,7.0,7.4
E00230,P00664,Coordinator,2025-07-19,2025-07-25,1,7.1,8.1,7.8
E00230,P00726,Coordinator,2024-05-14,2024-05-29,1,5.5,5.0,7.0
E00230,P00745,Coordinator,2026-01-26,2026-02-17,1,9.5,9.7,9.0
E00230,P00752,Coordinator,2025-09-07,2025-09-12,1,8.0,9.3,8.3
E00230,P00767,Coordinator,2023-12-20,2023-12-26,1,7.8,9.1,8.2
E00230,P00794,Coordinator,2024-11-24,2024-12-04,1,8.0,9.3,8.3
E00230,P00817,Coordinator,2025-09-29,2025-10-16,1,7.7,7.5,8.2
E00230,P00818,Coordinator,2023-10-26,2023-11-08,1,5.9,5.2,7.2
E00230,P00852,Coordinator,2026-02-17,2026-02-20,1,6.4,6.5,7.5
E00231,P00028,Project Team Member,2024-11-28,2024-12-04,1,6.6,8.0,7.0
